,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
328,0,0,0,1,1,0,0,0,0,0,0,0,0,0,68.26000213623047
329,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,67.51000213623047
330,1,0,0,0,1,1,0,0,0,0,0,0,0,0,67.05999755859375
331,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,67.73999786376953
332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.05999755859375
333,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,67.91999816894531
334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.44000244140625
335,0,0,0,0,1,0,0,0,0,0,1,0,1,0,67.0199966430664
336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.19999694824219
337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.2300033569336
338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.62000274658203
339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.16999816894531
340,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.27999877929688
